model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,11084,[Bug]: Image type X64 can't be loaded on AARCH64 UEFI system,armvirtpkg,high,medium,0.85,"The bug prevents a critical operation (loading an image) on a specific target system, indicating high severity."
qwen2.5:14b,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,high,low,0.9,The bug involves a page fault in firmware which is critical and impacts the default build configuration.
qwen2.5:14b,A,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,high,medium,0.9,"The bug involves a regression in OVMF firmware causing page-faults on Xen HVM since a specific release, impacting booting of Debian 12."
qwen2.5:14b,A,11038,[Bug]: <title>Smm data might get leaked via S3SaveState Protocol,mdepkg,high,medium,0.85,Smm data leakage is a critical security vulnerability likely to impact multiple targets and firmware integrity.
qwen2.5:14b,A,11035,"[Bug]: [OvmfPkg] Got ""Invalid MMIO opcode (0)"" in ovmf  when installing a sev guest from CD-ROM",ovmfpkg,high,medium,0.85,The bug involves a critical failure during guest installation on SEV-enabled hosts.
qwen2.5:14b,A,10973,[Bug]: <title> Build target [DEBUG] is not supported by the platform for RK3566,other,high,high,0.85,The issue impacts multiple build targets and indicates a significant platform-specific problem.
qwen2.5:14b,A,10947,[Bug]: UsbBotResetDevice will be using stale pointer after UsbPortReset,mdemodulepkg,high,low,0.85,"The bug involves a stale pointer leading to potential exceptions or crashes, similar in severity to other high-priority firmware bugs."
qwen2.5:14b,A,10942,[Bug]: 202502 Release builds do not boot kernel images on qemu arm or aarch64,ovmfpkg,high,medium,0.9,Release builds failing to boot kernel images on qemu is a critical firmware issue impacting multiple targets.
qwen2.5:14b,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,medium,low,0.8,Similar to other firmware issues in MdeModulePkg with medium priority.
qwen2.5:14b,A,10922,[Bug]: edksetup.sh doesn't handle spaces in directory name,basetools,high,low,0.85,Similar to other high priority tool build issues in BaseTools package.
qwen2.5:14b,A,10918,[Bug]: X64 Exception Type - 0E(#PF - Page-Fault),ovmfpkg,high,high,0.85,"The bug impacts a specific release of Windows 11 and involves a critical exception type (#PF - Page-Fault), similar to other high priority firmware issues."
qwen2.5:14b,A,10910,[Bug]: EmbeddedPkg/VirtualRealTimeClockLib fails to build due to SOURCE_DATE_EPOCH changes,embeddedpkg,medium,low,0.8,The bug is related to build failure but does not indicate system instability or security issues.
qwen2.5:14b,A,10896,[Bug]: UefiPayloadPkg: Image Section Alignment does not match Required Alignment,uefipayloadpkg,high,low,0.85,The bug involves incorrect alignment in firmware which can lead to crashes or undefined behavior.
qwen2.5:14b,A,10894,[Bug]: EDK2 unable to initialize xHCI controller with multiple endpoints,mdemodulepkg,medium,high,0.85,Similar to other firmware issues in MdeModulePkg with medium priority.
qwen2.5:14b,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,high,high,0.85,"The bug affects SEV and SEV-ES VM boot, which are critical functionalities."
qwen2.5:14b,A,10881,[Bug]: AAVMF direct kernel boot broken,armvirtpkg,high,medium,0.9,Direct kernel boot issues typically impact critical functionality and are high priority.
qwen2.5:14b,A,10876,[Bug]: PRM package build fails with GCC compiler for X64,prmpkg,high,high,0.85,Build failure with GCC compiler for X64 is a critical tooling issue impacting package build integrity.
qwen2.5:14b,A,10872,[Bug]: Remove Visual Studio ARM 32-bit Host Support,basetools,medium,low,0.8,The issue is related to tooling and impacts multiple build targets but does not indicate a critical failure or security risk.
qwen2.5:14b,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,medium,low,0.8,Similar to other firmware issues in MdeModulePkg with medium priority.
qwen2.5:14b,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,high,medium,0.85,Build failure issues typically have high priority due to their impact on development and testing processes.
qwen2.5:14b,A,10834,[Bug]: compile edk2 on Ubuntu 24.04 using stable/202011 fails due to /usr/bin/ld: ../bin/BrotliCompress: hidden symbol kBrotliCopyExtra' isn't defined`,basetools,high,low,0.85,"The issue involves a critical compilation failure on a recent Ubuntu version, impacting BaseTools which is crucial for EDK2 builds."
qwen2.5:14b,A,10804,[Bug]: System will hang exception if Locate and use gPeiIpmiTransportPpiGuid in Post Mem phase,other,high,medium,0.85,The bug causes a system hang exception which is severe and impacts firmware functionality.
qwen2.5:14b,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,high,medium,0.8,Unresolved external symbol errors often indicate critical build issues.
qwen2.5:14b,A,10786,"[Bug]: Unable to boot edk2-stable202502 in QEMU 32-bit environment, edk2-stable202411 works fine",other,high,low,0.85,"The bug prevents booting in a specific environment, similar to other high-priority firmware issues."
qwen2.5:14b,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,high,medium,0.85,The bug impacts firmware configuration and is not working as expected in both DEBUG and RELEASE targets.
qwen2.5:14b,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,high,high,0.85,"The bug involves memory protection and potential inconsistency in critical data structures, similar to other high-priority issues affecting MdeModulePkg."
qwen2.5:14b,A,10765,"[Bug]: After edk2-ovmf update(s), VM boots slowly and spends a lot of time in edk2, until a NVRAM reset",ovmfpkg,high,low,0.85,"The bug significantly impacts VM performance and boot time, similar to other high-priority firmware issues."
qwen2.5:14b,A,10742,[Bug]: Misleading RFC 5970 Reference in Boot File URL Comment,networkpkg,low,low,0.8,The bug does not impact functionality or stability and appears to be a documentation issue.
qwen2.5:14b,A,10741,[Bug]: Out-of-Bounds Memory Access in Percent-Decoding Routine,networkpkg,high,high,0.85,Out-of-bounds memory access is a critical security vulnerability.
qwen2.5:14b,A,10740,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,medium,low,0.8,"The bug is related to a build or CI tool and impacts recompilation, but does not indicate critical system failure or severe performance degradation."
qwen2.5:14b,A,10739,[Bug]: CLANGDWARF Fails to Trigger Recompilation When Header Files Are Modified,build-or-ci-code,medium,low,0.8,"The bug is related to build tools and impacts recompilation, similar in severity to other tool-related issues classified as medium."
qwen2.5:14b,A,10727,[Bug]: Unclosed BlockIo2 Protocol during DiskIoDriverBindingStart Error Handling.,mdemodulepkg,high,medium,0.8,"The bug involves unclosing a BlockIo2 Protocol during error handling in DiskIoDriverBindingStart, which can lead to resource leaks or other critical issues."
qwen2.5:14b,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,medium,medium,0.8,Similar to other firmware issues impacting specific packages without critical system failure indications.
qwen2.5:14b,A,10719,[Bug]: distutils is deprecated,basetools,medium,medium,0.8,"The deprecation of distutils is a tool-related issue impacting BaseTools, similar to other medium priority tool issues."
qwen2.5:14b,A,10701,[Bug]: AMD SEV-SNP: SVSM-populated secrets fields not respected,ovmfpkg,high,medium,0.85,"The bug impacts firmware and affects multiple build targets, similar to other high priority firmware issues."
qwen2.5:14b,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,high,low,0.9,"The issue involves updating openssl for a specific CVE, which typically indicates high severity security concerns."
qwen2.5:14b,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,ovmfpkg,medium,low,0.85,The bug impacts firmware functionality but does not specify critical failure conditions like crashes or data loss.
qwen2.5:14b,A,10656,"[Bug]: [aarch64][QEMU_EFI] After CoreExitBootServices execution, the following error occurred:  Instruction abort: Translation fault, third level",armvirtpkg,high,high,0.85,"The bug involves a critical failure during boot services execution on QEMU_EFI, similar to other high-priority firmware issues."
qwen2.5:14b,A,10652,[Bug]: EmulatorPkg Page Allocation Failure,emulatorpkg,high,medium,0.8,The bug impacts a specific target (RELEASE) and involves a critical failure in page allocation which can severely impact system stability.
qwen2.5:14b,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,medium,low,0.8,"The bug is related to a build tool and impacts multiple targets, similar to other medium priority issues in Build or CI Code."
qwen2.5:14b,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,high,low,0.85,"DXE_ASSERT indicates a critical failure in the firmware, similar to other high priority issues involving core system failures."
qwen2.5:14b,A,10605,[Bug]: Build parsing non target architecture PcdsFeatureFlag configuration,armvirtpkg,medium,medium,0.8,The bug involves build parsing and impacts a specific package without clear severity indicators.
qwen2.5:14b,A,10583,[Bug]: BaseTools build failed on MinGW GCC on Windows,basetools,high,medium,0.85,Build failure issues in BaseTools typically impact wide-ranging functionality and are critical to resolve for any development progress.
qwen2.5:14b,A,10579,[Bug]: <Mismatch of EFI Conformance Profile Table GUID when UEFI application reads from EFI System Table>,mdepkg,high,high,0.85,The bug involves a critical mismatch in EFI Conformance Profile Table GUID which can cause issues with UEFI application functionality across different build targets.
qwen2.5:14b,A,10576,[Bug]: VirtioSerialDxe doesn't interface properly with Serial Consoles attached to Virtualization Framework VMs,ovmfpkg,high,medium,0.85,The bug impacts multiple targets and involves improper interfacing with critical components in virtualization framework VMs.
qwen2.5:14b,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),-,medium,high,0.8,"The bug report is for BaseTools and involves a specific Python file, similar to other medium priority issues in BaseTools."
qwen2.5:14b,A,10553,After openssl is upgraded facing __GNUC__  safe_math.h not found issue (Bugzilla Bug 4880),cryptopkg,high,low,0.85,"The issue involves a critical missing header file after an upgrade, likely causing build failures."
qwen2.5:14b,A,10552,FMMT PEIM rebased FV feature Support (Bugzilla Bug 4879),basetools,low,low,0.8,No specific severity indicators in the description.
qwen2.5:14b,A,10551,Multi-workspace failure when sources outside $WORKSPACE (Bugzilla Bug 4878),-,medium,low,0.75,"No specific severity indicators provided, similar to other medium priority issues without high impact or critical details."
qwen2.5:14b,A,9550,BrotliCustomDecompressLib is not buildable (Bugzilla Bug 4877),mdemodulepkg,low,high,0.8,Similar to other buildability issues in mdemodulepkg which are typically low priority.
qwen2.5:14b,A,10550,gBS->ExitBootServices  signals events more than once (Bugzilla Bug 4876),mdemodulepkg,high,low,0.85,"The issue involves a critical boot service function behaving unexpectedly, which could lead to system instability or failure."
qwen2.5:14b,A,9549,[HiiDatabase] Don't get default value correctly for Questions in BIT VarStore (Bugzilla Bug 4874),mdemodulepkg,medium,low,0.85,Similar to other HiiDatabase issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,9548,[MdeModulePkg|UEFIPayLoadPkg] Func SetPageTablePoolReadOnly not covering the 5-level-Paging case (Bugzilla Bug 4873),mdemodulepkg,high,high,0.85,"The bug involves a critical function not covering an important case (5-level-Paging), which could lead to serious security or stability issues."
qwen2.5:14b,A,10549,Handling of ShellOpt variable during initialization shouldn't imply null termination (Bugzilla Bug 4872),shellpkg,medium,low,0.85,Similar to other shellpkg issues but lacks high severity indicators like security vulnerabilities or critical build failures.
